ESA_SCENENAME,DATA_PARTITION,XVIEW3_SCENENAME
S1A_IW_GRDH_1SDV_20200410T182839_20200410T182904_032069_03B4B5_D03B,train,ceca26efe6e4eedft
S1B_IW_GRDH_1SDV_20200713T175556_20200713T175621_022456_02A9EC_D0D9,train,fb8a31a891e2759ft
S1A_IW_GRDH_1SDV_20200826T063214_20200826T063239_034074_03F4B5_399D,train,4ebe766859ba886et
S1B_IW_GRDH_1SDV_20200515T183538_20200515T183603_021596_028FF6_9CD9,train,e558e59cfe0428bct
S1A_IW_GRDH_1SDV_20201123T064053_20201123T064118_035372_042216_AEAC,train,8c385bd4c70b8eedt
S1B_IW_GRDH_1SDV_20200518T061630_20200518T061655_021632_029118_9831,train,5ce96ac4b9d96771t
S1A_IW_GRDH_1SDV_20200820T182846_20200820T182911_033994_03F1E8_79C9,train,83bf47e54523fc40t
S1B_IW_GRDH_1SDV_20200323T182751_20200323T182816_020823_0277C3_6FA6,train,10615061cd28e01bt
S1A_IW_GRDH_1SDV_20200721T063212_20200721T063237_033549_03E33D_16AC,train,9667cb466b141140t
S1B_IW_GRDH_1SDV_20200220T064913_20200220T064938_020349_02689E_2C4E,train,eb7b92263f79f93et
S1A_IW_GRDH_1SDV_20200523T182106_20200523T182141_032696_03C983_08B0,train,f600c5d90dfa03f0t
S1B_IW_GRDH_1SDV_20200627T182756_20200627T182821_022223_02A2D5_97B6,train,ac5e85b00197a71et
S1A_IW_GRDH_1SDV_20200707T065014_20200707T065039_033345_03DD0A_71DF,train,e3d9aa7f83854b07t
S1A_IW_GRDH_1SDV_20200416T063206_20200416T063231_032149_03B778_39E8,train,a1dfd3c832f17b5et
S1A_IW_GRDH_1SDV_20200223T062445_20200223T062510_031376_039C79_0284,train,a8bb096f8ee27b50t
S1A_IW_GRDH_1SDV_20201019T182848_20201019T182913_034869_0410A8_C257,train,1a78d90e54c8fceat
S1A_IW_GRDH_1SDV_20201106T063215_20201106T063240_035124_041960_1A76,train,0ba5769a0ba7ea4at
S1B_IW_GRDH_1SDV_20201005T064923_20201005T064948_023674_02CFB0_985D,train,fd7ade6bfba514a7t
S1B_IW_GRDH_1SDV_20200123T182752_20200123T182817_019948_025BC1_C8D0,train,e708a9d9bbf65144t
S1A_IW_GRDH_1SDV_20200907T063214_20200907T063239_034249_03FADB_81A8,train,8a6781613364d055t
S1A_IW_GRDH_1SDV_20200123T063231_20200123T063256_030924_038CB8_D905,train,6de3dd8d23684472t
S1A_IW_GRDH_1SDV_20200901T182847_20200901T182912_034169_03F817_8ED7,train,46354a5328752264t
S1B_IW_GRDH_1SDV_20200122T064101_20200122T064126_019926_025B10_E892,train,9d8690a60069c75bt
S1B_IW_GRDH_1SDV_20200404T182751_20200404T182816_020998_027D4D_A8B9,train,d70d16ddc6ae2d71t
S1B_IW_GRDH_1SDV_20200614T064105_20200614T064130_022026_029CD0_CE42,train,5b1ba006587b2719t
S1A_IW_GRDH_1SDV_20201130T063239_20201130T063304_035474_04258B_6ACC,train,fea6150eac15a9det
S1B_IW_GRDH_1SDV_20200809T182119_20200809T182144_022850_02B604_F8B8,train,578ae5a86cca4a1ct
S1A_IW_GRDH_1SDV_20200324T182103_20200324T182138_031821_03ABFC_CB48,train,b8507a4cc7a04e72t
S1A_IW_GRDH_1SDV_20200516T182841_20200516T182906_032594_03C670_A0C1,train,d516ab18a5559ea9t
S1A_IW_GRDH_1SDV_20201109T180357_20201109T180422_035175_041B34_FD19,train,d89c0f2ec5c4f159t
S1A_IW_GRDH_1SDV_20200214T065009_20200214T065034_031245_0397EF_B280,train,dac8263960d2d8b3t
S1A_IW_GRDH_1SDV_20200316T064109_20200316T064134_031697_03A7A5_3E30,train,adbc789d3c248b30t
S1A_IW_GRDH_1SDV_20200222T182838_20200222T182903_031369_039C41_186F,train,24ffe6419e6a555ft
S1B_IW_GRDH_1SDV_20200709T182756_20200709T182821_022398_02A82A_A046,train,a217df61f185e083t
S1A_IW_GRDH_1SDV_20200122T183641_20200122T183706_030917_038C80_1919,train,26747d479201b01dt
S1B_IW_GRDH_1SDV_20200415T064101_20200415T064126_021151_028225_3F4C,train,bab763815dcb375ct
S1B_IW_GRDH_1SDV_20200923T064948_20200923T065013_023499_02CA2A_C149,train,9db22c8b04f4d851t
S1A_IW_GRDH_1SDV_20201030T064029_20201030T064054_035022_0415E8_3775,train,d9ee1c883eeee604t
S1B_IW_GRDH_1SDV_20200708T064106_20200708T064131_022376_02A77D_4945,train,e237fa73fe7d2606t
S1B_IW_GRDH_1SDV_20201024T064110_20201024T064135_023951_02D859_9ADF,train,6c6d4eeb85912ebbt
S1B_IW_GRDH_1SDV_20200305T063111_20200305T063136_020553_026F28_9A80,train,5dcbc770ae8216f7t
S1B_IW_GRDH_1SDV_20200528T063140_20200528T063205_021778_02955B_4907,train,8c60d6ff6db402fdt
S1B_IW_GRDH_1SDV_20200730T180445_20200730T180509_022704_02B17A_1C80,train,791fe574b453aec3t
S1A_IW_GRDH_1SDV_20200206T061651_20200206T061716_031128_0393E1_519C,train,f3936bffaacaba62t
S1B_IW_GRDH_1SDV_20200130T182043_20200130T182112_020050_025F10_675E,train,e1839b29bdb8784et
S1B_IW_GRDH_1SDV_20200318T181945_20200318T182010_020750_027582_E2EA,train,85fe34d1aee53a7ft
S1A_IW_GRDH_1SDV_20201030T064119_20201030T064144_035022_0415E8_DCF6,train,0edb4a514cda2059t
S1A_IW_GRDH_1SDV_20200210T182838_20200210T182903_031194_03963B_A93C,train,776e4275e3864bf4t
S1B_IW_GRDH_1SDV_20201126T061637_20201126T061702_024432_02E776_C6A1,train,5ce96b81f98e10b1t
S1A_IW_GRDH_1SDV_20200723T061657_20200723T061722_033578_03E42D_2AD5,train,066e06233b18a637t
S1B_IW_GRDH_1SDV_20200427T064102_20200427T064127_021326_0287AB_2B3D,train,7a536b98f97647fft
S1A_IW_GRDH_1SDV_20200304T064044_20200304T064109_031522_03A196_FB77,train,14fd3a1d7421adc3t
S1A_IW_GRDH_1SDV_20201007T182823_20201007T182848_034694_040A85_C243,train,d1e05813c04918a7t
S1A_IW_GRDH_1SDV_20201111T064028_20201111T064053_035197_041C0C_3563,train,b3fab7c013743b66t
S1A_IW_GRDH_1SDV_20201123T064028_20201123T064053_035372_042216_8A2A,train,c8a08a1069c4425ct
S1A_IW_GRDH_1SDV_20200124T182103_20200124T182138_030946_038D87_150C,train,3d4088738ad96e2ft
S1A_IW_GRDH_1SDV_20200915T181213_20200915T181238_034373_03FF3D_B767,train,741e6a842c23cdadt
S1A_IW_GRDH_1SDV_20201030T064054_20201030T064119_035022_0415E8_A012,train,91391abad6e631b0t
S1B_IW_GRDH_1SDV_20200404T182816_20200404T182841_020998_027D4D_37F3,train,6cac412d082f3545t
S1B_IW_GRDH_1SDV_20200628T062304_20200628T062329_022230_02A309_1661,train,2a96e1e4747841a5t
S1A_IW_GRDH_1SDV_20200504T182840_20200504T182905_032419_03C103_7F6F,train,cac3de96657db5d5t
S1A_IW_GRDH_1SDV_20200618T180352_20200618T180417_033075_03D4DD_8A4A,train,8c6b3a041ba1aa4ft
S1A_IW_GRDH_1SDV_20200609T182842_20200609T182907_032944_03D0E0_B05A,train,9b9bc4686a9a9836t
S1B_IW_GRDH_1SDV_20200227T064125_20200227T064150_020451_026BFB_2FF4,train,089f0b9da2bd9135t
S1A_IW_GRDH_1SDV_20200528T182841_20200528T182906_032769_03CBB8_49A1,train,1dc96ae2d71da600t
S1B_IW_GRDH_1SDV_20200714T183542_20200714T183607_022471_02AA5C_7205,train,60d88e85dd804048t
S1A_IW_GRDH_1SDV_20201025T063215_20201025T063240_034949_041360_864A,train,e843f0f1bc39eba0t
S1A_IW_GRDH_1SDV_20200625T065013_20200625T065038_033170_03D7B6_C6B3,train,b57201e9d0f56867t
S1B_IW_GRDH_1SDV_20200918T064110_20200918T064135_023426_02C7F6_7943,train,403fc53a4997293et
S1A_IW_GRDH_1SDV_20200802T063212_20200802T063237_033724_03E89F_CDF2,train,3b2874f0b35f43e1t
S1A_IW_GRDH_1SDV_20201031T182848_20201031T182913_035044_04169D_7496,train,bbb1871646993b03t
S1A_IW_GRDH_1SDV_20201112T182823_20201112T182848_035219_041CBB_9649,train,eceb1884e5d82f4dt
S1A_IW_GRDH_1SDV_20200925T182848_20200925T182913_034519_040460_F7E6,train,ceb5525beabcab49t
S1A_IW_GRDH_1SDV_20200515T064201_20200515T064226_032572_03C5CF_DC72,train,66c3f99ab4d73753t
S1B_IW_GRDH_1SDV_20200428T182752_20200428T182817_021348_02885D_7886,train,685b99498b7f238at
S1B_IW_GRDH_1SDV_20201021T061637_20201021T061702_023907_02D708_9B73,train,bd107d8b11227e84t
S1B_IW_GRDH_1SDV_20200529T182046_20200529T182115_021800_029614_0DDF,train,103b0364a04ffb72t
S1A_IW_GRDH_1SDV_20201206T182847_20201206T182912_035569_0428CC_E076,train,8cbafe5678dfaa68t
S1A_IW_GRDH_1SDV_20201116T065018_20201116T065043_035270_041E8A_3B7C,train,520531f7bd49af0at
S1A_IW_GRDH_1SDV_20200917T065018_20200917T065043_034395_040005_734F,train,c0e514dc994d58e1t
S1B_IW_GRDH_1SDV_20200316T183536_20200316T183601_020721_027481_77F4,train,f9961bf6b79bd903t
S1B_IW_GRDH_1SDV_20200517T182045_20200517T182114_021625_0290E2_838F,train,9c4703bf071fc332t
S1B_IW_GRDH_1SDV_20200518T061605_20200518T061630_021632_029118_17EE,train,1b576e404a94347ft
S1A_IW_GRDH_1SDV_20201105T183650_20201105T183715_035117_041924_224E,train,d7bb346731199e75t
S1B_IW_GRDH_1SDV_20200715T063142_20200715T063207_022478_02AA98_1E45,train,6b048fa8c6026113t
S1A_IW_GRDH_1SDV_20201021T181213_20201021T181238_034898_0411A3_23A9,train,1723551816981769t
S1B_IW_GRDH_1SDV_20201101T182052_20201101T182121_024075_02DC47_4EB1,train,ff38b8d51eae41dat
S1A_IW_GRDH_1SDV_20200422T182839_20200422T182904_032244_03BAD7_AB1D,train,bfabbbabf97d790bt
S1A_IW_GRDH_1SDV_20201014T182113_20201014T182148_034796_040E20_2086,train,7d62d3e8667c59e2t
S1A_IW_GRDH_1SDV_20200727T182845_20200727T182910_033644_03E634_C68F,train,5c0b8bc182426e9bt
S1A_IW_GRDH_1SDV_20200129T182839_20200129T182904_031019_039023_F8E6,train,9248ece0de6d2cc1t
S1A_IW_GRDH_1SDV_20200204T063206_20200204T063231_031099_0392E0_72CB,train,1b9cde9b15c8de8dt
S1B_IW_GRDH_1SDV_20200521T064103_20200521T064128_021676_029257_29A2,train,e5c27b871caed701t
S1B_IW_GRDH_1SDV_20201129T064020_20201129T064045_024476_02E8CA_9643,train,ba737e36cc3bbbd6t
S1A_IW_GRDH_1SDV_20200924T064208_20200924T064233_034497_0403AF_8F76,train,97c29ab9c3a2f16et
S1A_IW_GRDH_1SDV_20200824T065017_20200824T065042_034045_03F3BE_43AD,train,cb614f1bdab8b55at
S1A_IW_GRDH_1SDV_20200603T063234_20200603T063259_032849_03CE08_4720,train,dc9ce5a4575da652t
S1B_IW_GRDH_1SDV_20200723T181204_20200723T181231_022602_02AE58_6B89,train,499f55afff1504e4t
S1A_IW_GRDH_1SDV_20201130T063214_20201130T063239_035474_04258B_F9D1,train,02a23f3b5627213bt
S1B_IW_GRDH_1SDV_20201026T062309_20201026T062334_023980_02D93F_7247,train,25285dd4a014196et
S1B_IW_GRDH_1SDV_20200220T064938_20200220T065003_020349_02689E_582E,train,d3c6506cbc10c9d8t
S1B_IW_GRDH_1SDV_20200930T064110_20200930T064135_023601_02CD71_B195,train,3ee4437aceebd62at
S1B_IW_GRDH_1SDV_20200411T182043_20200411T182112_021100_028095_96D2,train,056b8a6c832e58b8t
S1A_IW_GRDH_1SDV_20200919T063215_20200919T063240_034424_04010F_6FFF,train,c8ca48b000cd8c11t
S1A_IW_GRDH_1SDV_20200929T065018_20200929T065043_034570_04063D_C31D,train,15c5f80e44c85aedt
S1A_IW_GRDH_1SDV_20200309T175708_20200309T175733_031602_03A449_A3F6,train,5fda68bfd1c4a4b9t
S1A_IW_GRDH_1SDV_20200729T181211_20200729T181236_033673_03E713_B9CA,train,9150dcd71d3eb84dt
S1A_IW_GRDH_1SDV_20200627T063235_20200627T063300_033199_03D890_6340,train,565d6f57aa924329t
S1B_IW_GRDH_1SDV_20200715T063117_20200715T063142_022478_02AA98_34D9,train,7c008c1fd6a054b5t
S1B_IW_GRDH_1SDV_20201106T182825_20201106T182850_024148_02DE75_B535,train,156845d347e67d21t
S1A_IW_GRDH_1SDV_20200116T064020_20200116T064045_030822_03893E_5B30,train,c3ae9ea694b0515ct
S1A_IW_GRDH_1SDV_20201119T182112_20201119T182147_035321_042044_0C59,train,36ca6b0a73c90d7ft
S1A_IW_GRDH_1SDV_20201018T064054_20201018T064119_034847_040FFE_BD5C,train,1185066a6428bc12t
S1A_IW_GRDH_1SDV_20201013T063240_20201013T063305_034774_040D4E_7FCE,train,f10aace94f0e71aat
S1A_IW_GRDH_1SDV_20200721T063237_20200721T063302_033549_03E33D_0BF1,train,0469e65162c0b509t
S1A_IW_GRDH_1SDV_20200702T064204_20200702T064229_033272_03DADF_F082,train,efbd281fbbc6aa82t
S1B_IW_GRDH_1SDV_20200511T062302_20200511T062327_021530_028E04_3CCE,train,ef43fc465a606f43t
S1B_IW_GRDH_1SDV_20201031T063211_20201031T063236_024053_02DB82_6073,train,395dcf560a56ff39t
S1B_IW_GRDH_1SDV_20200304T183601_20200304T183626_020546_026EF2_0B4D,train,05ab6883bf6fff9dt
S1B_IW_GRDH_1SDV_20200727T063208_20200727T063233_022653_02AFED_B553,train,5d959d196231886ft
S1B_IW_GRDH_1SDV_20201117T064110_20201117T064135_024301_02E347_C00D,train,821593907c14c5c2t
S1A_IW_GRDH_1SDV_20200316T064134_20200316T064159_031697_03A7A5_CCE3,train,31aa116cf4206abbt
S1B_IW_GRDH_1SDV_20200510T182818_20200510T182843_021523_028DD7_FDFF,train,ca76b5344b7c65b7t
S1A_IW_GRDH_1SDV_20200304T064019_20200304T064044_031522_03A196_D9F7,train,08f0d6cf1c6f8a24t
S1B_IW_GRDH_1SDV_20200117T063137_20200117T063202_019853_0258AC_22AE,train,046f81a551344f8et
S1B_IW_GRDH_1SDV_20200523T062302_20200523T062327_021705_029328_F199,train,fd607095d9c03a3dt
S1A_IW_GRDH_1SDV_20200506T181205_20200506T181230_032448_03C1F6_34A9,train,4cb65eef4af658c0t
S1A_IW_GRDH_1SDV_20200629T061720_20200629T061745_033228_03D97C_5C47,train,0ba924e8cea5521at
S1B_IW_GRDH_1SDV_20200204T182751_20200204T182816_020123_02616B_40F5,train,d722cabda385fe79t
S1B_IW_GRDH_1SDV_20200825T064109_20200825T064134_023076_02BD02_C099,train,ba457551e57dfbbat
S1B_IW_GRDH_1SDV_20200821T182051_20200821T182120_023025_02BB7A_BAD3,train,8f764a5a695ca272t
S1B_IW_GRDH_1SDV_20200806T175532_20200806T175557_022806_02B48B_7CED,train,8de2e8c93fdd9ba6t
S1B_IW_GRDH_1SDV_20200531T180351_20200531T180416_021829_0296F4_270A,train,b5272e098f7c7ff1t
S1A_IW_GRDH_1SDV_20200518T181206_20200518T181231_032623_03C748_BFCE,train,456e5e6bdb01f8cbt
S1A_IW_GRDH_1SDV_20201206T182912_20201206T182937_035569_0428CC_EA27,train,148eb0604dc27f81t
S1B_IW_GRDH_1SDV_20200727T063143_20200727T063208_022653_02AFED_B93A,train,18eae763f0fb9da6t
S1B_IW_GRDH_1SDV_20200723T181139_20200723T181204_022602_02AE58_D4B6,train,1f1ef57de714f5c2t
S1A_IW_GRDH_1SDV_20201031T182913_20201031T182938_035044_04169D_8E50,train,f13b7f0b18085a63t
S1A_IW_GRDH_1SDV_20201124T182912_20201124T182937_035394_0422C5_E61A,train,14cf98f55e11ff77t
S1B_IW_GRDH_1SDV_20200923T175600_20200923T175625_023506_02CA6A_D175,train,3b284508384960c3t
S1A_IW_GRDH_1SDV_20200622T062515_20200622T062540_033126_03D666_0003,train,5b08c2518d12f428t
S1A_IW_GRDH_1SDV_20200228T063205_20200228T063230_031449_039EE9_29E3,train,b0ae857ccb3bf7cat
S1B_IW_GRDH_1SDV_20200509T064102_20200509T064127_021501_028D28_6F1C,train,d3a4f7e784fef3cbt
S1B_IW_GRDH_1SDV_20200914T181954_20200914T182019_023375_02C66A_D521,train,8813221079de23a3t
S1A_IW_GRDH_1SDV_20200417T182104_20200417T182139_032171_03B84C_26D4,train,5520b576b9ec01cbt
S1B_IW_GRDH_1SDV_20200919T182800_20200919T182825_023448_02C8A5_9804,train,9b0047ed225bbb48t
S1B_IW_GRDH_1SDV_20200926T182052_20200926T182121_023550_02CBE7_0065,train,a2d2f88f4e06648bt
S1A_IW_GRDH_1SDV_20201123T064143_20201123T064208_035372_042216_BBA7,train,0db76c51a4705a03t
S1B_IW_GRDH_1SDV_20200318T182043_20200318T182112_020750_027583_995E,train,37e433b85b129c58t
S1A_IW_GRDH_1SDV_20200803T182020_20200803T182045_033746_03E949_6BA7,train,623fc1923a45f720t
S1B_IW_GRDH_1SDV_20200227T063945_20200227T064010_020451_026BFB_0AD6,train,662ae46aea259849t
S1B_IW_GRDH_1SDV_20200403T064101_20200403T064126_020976_027C9A_7F05,train,e60a66b65de9fbact
S1A_IW_GRDH_1SDV_20200908T182112_20200908T182147_034271_03FBA5_AB04,train,f6b5a419821987b9t
S1B_IW_GRDH_1SDV_20200913T063211_20200913T063236_023353_02C5A2_1EB3,train,3225958292ca7026t
S1A_IW_GRDH_1SDV_20200605T061539_20200605T061604_032878_03CEE7_AF2F,train,a4e67518374415e0t
S1B_IW_GRDH_1SDV_20200310T064010_20200310T064035_020626_02718C_4592,train,faf21fcc4268346ft
S1A_IW_GRDH_1SDV_20200117T182839_20200117T182904_030844_0389FB_33AB,train,060add30418568b9t
S1B_IW_GRDH_1SDV_20201024T063955_20201024T064020_023951_02D859_3F30,train,21aa0c9005f6cc48t
S1A_IW_GRDH_1SDV_20200216T063205_20200216T063230_031274_0398EA_467C,train,06cc090e2b8254a0t
S1B_IW_GRDH_1SDV_20201105T064135_20201105T064200_024126_02DDBF_1D46,train,1c4647cd277daa4ft
S1B_IW_GRDH_1SDV_20200713T064919_20200713T064944_022449_02A9AF_ECFF,train,a73dda2cd2e9032ft
S1A_IW_GRDH_1SDV_20200716T062516_20200716T062541_033476_03E10C_332F,train,9089b8058edd2077t
S1A_IW_GRDH_1SDV_20201118T063240_20201118T063305_035299_041F84_9589,train,801619a1ec9fdc55t
S1B_IW_GRDH_1SDV_20200424T061629_20200424T061654_021282_028652_D9F0,train,6cb73d04ce974f63t
S1A_IW_GRDH_1SDV_20200130T062437_20200130T062502_031026_03905A_A257,train,0dd94a7b8484235dt
S1A_IW_GRDH_1SDV_20200221T064134_20200221T064159_031347_039B86_9286,train,a01f78741f8c5fd0t
S1A_IW_GRDH_1SDV_20201118T063215_20201118T063240_035299_041F84_35B9,train,39a6368f2a05dad4t
S1A_IW_GRDH_1SDV_20200715T182844_20200715T182909_033469_03E0D6_FF56,train,db68648691defa60t
S1B_IW_GRDH_1SDV_20200225T180437_20200225T180502_020429_026B52_76FB,train,f1e3a6752bc36801t
S1B_IW_GRDH_1SDV_20200224T061603_20200224T061628_020407_026A9D_391B,train,014261f774287442t
S1A_IW_GRDH_1SDV_20200511T182105_20200511T182140_032521_03C436_DB7B,train,af1dcb34e9004163t
S1A_IW_GRDH_1SDV_20200123T063206_20200123T063231_030924_038CB8_EA7E,train,1832091c9c3235cct
S1B_IW_GRDH_1SDV_20200623T061633_20200623T061658_022157_02A0E0_C277,train,5d82450b8170a3f6t
S1A_IW_GRDH_1SDV_20200901T182822_20200901T182847_034169_03F817_7944,train,883f58dc6520954ct
S1B_IW_GRDH_1SDV_20200610T182047_20200610T182116_021975_029B51_B472,train,4e0d962071553392t
S1A_IW_GRDH_1SDV_20200221T064044_20200221T064109_031347_039B86_90D3,train,dec94fc54f0a3ed0t
S1A_IW_GRDH_1SDV_20200912T064208_20200912T064233_034322_03FD82_F4E7,train,ff3ca85afae81988t
S1B_IW_GRDH_1SDV_20200722T062446_20200722T062511_022580_02ADAC_0373,train,376ccdadb72ceb7ct
S1B_IW_GRDH_1SDV_20201206T063210_20201206T063235_024578_02EC08_C671,train,8b50b02886bea2bat
S1A_IW_GRDH_1SDV_20200726T064140_20200726T064205_033622_03E596_B121,train,56845bb84513029et
S1A_IW_GRDH_1SDV_20201013T063215_20201013T063240_034774_040D4E_F58E,train,aa10fadb6bc7eb21t
S1A_IW_GRDH_1SDV_20200329T182839_20200329T182904_031894_03AE83_F2ED,train,17154479bdaed9d6t
S1A_IW_GRDH_1SDV_20200116T064200_20200116T064225_030822_03893E_B892,train,4c4af230613862fat
S1B_IW_GRDH_1SDV_20200614T064130_20200614T064155_022026_029CD0_A01D,train,695846e152fac09ft
S1B_IW_GRDH_1SDV_20200329T063202_20200329T063227_020903_027A3B_6AD8,train,8ea7a53ff471dcc0t
S1B_IW_GRDH_1SDV_20201129T064110_20201129T064135_024476_02E8CA_FDB8,train,82bf03b374aa66cat
S1B_IW_GRDH_1SDV_20200222T063201_20200222T063226_020378_026995_D2F2,train,ba75b20794776e82t
S1A_IW_GRDH_1SDV_20200807T064051_20200807T064116_033797_03EB13_60F4,train,689303f07e882115t
S1B_IW_GRDH_1SDV_20201113T182052_20201113T182121_024250_02E1B9_1B87,train,b0d9965dde8d5276t
S1B_IW_GRDH_1SDV_20200718T180444_20200718T180509_022529_02AC26_F0E0,train,59956f169e0bef5ct
S1A_IW_GRDH_1SDV_20200809T062453_20200809T062518_033826_03EC05_FE45,train,08f46b67e01aa8bft
S1B_IW_GRDH_1SDV_20200308T180413_20200308T180438_020604_0270E7_FDA0,train,ced7ae4f740a9eb7t
S1B_IW_GRDH_1SDV_20201124T063301_20201124T063326_024403_02E679_D304,train,bd935f0ae1205861t
S1A_IW_GRDH_1SDV_20201111T064208_20201111T064233_035197_041C0C_F601,train,38f9472cabab9764t
S1B_IW_GRDH_1SDV_20201005T064948_20201005T065013_023674_02CFB0_FCB4,train,df48585ad23cb680t
S1B_IW_GRDH_1SDV_20200429T062441_20200429T062506_021355_02888B_587F,train,d26dc44da7986edbt
S1B_IW_GRDH_1SDV_20201111T183545_20201111T183610_024221_02E0B3_F027,train,811cd2e1a74f4a1bt
S1B_IW_GRDH_1SDV_20200901T063120_20200901T063145_023178_02C029_FFA8,train,611e0030483c714bt
S1A_IW_GRDH_1SDV_20201124T182847_20201124T182912_035394_0422C5_802E,train,896ce26722571c56t
S1B_IW_GRDH_1SDV_20200522T182753_20200522T182818_021698_0292FC_C51A,train,736395c42c565615t
S1A_IW_GRDH_1SDV_20200821T062428_20200821T062453_034001_03F22A_42CE,train,14b244680afe447ct
S1B_IW_GRDH_1SDV_20201130T182800_20201130T182825_024498_02E984_1B49,train,70c22e83de0db11dt
S1B_IW_GRDH_1SDV_20200801T064017_20200801T064042_022726_02B218_A6C3,train,41487f7fc75d4061t
S1A_IW_GRDH_1SDV_20200323T063205_20200323T063230_031799_03AB2B_C194,train,923ff111568e0d18t
S1A_IW_GRDH_1SDV_20200703T182843_20200703T182908_033294_03DB7F_5F1F,train,c6a5bb44be16ead4t
S1B_IW_GRDH_1SDV_20200528T063205_20200528T063230_021778_02955B_D1DF,train,36f65996e2b0c370t
S1A_IW_GRDH_1SDV_20201112T182848_20201112T182913_035219_041CBB_4402,train,4ed8885dcab1951at
S1A_IW_GRDH_1SDV_20200405T182103_20200405T182138_031996_03B21D_87EF,train,9ec616cf6e471491t
S1A_IW_GRDH_1SDV_20200206T061626_20200206T061651_031128_0393E1_2A43,train,030dfda192b77462t
S1B_IW_GRDH_1SDV_20201030T183546_20201030T183611_024046_02DB4C_C118,train,3ffac35c219ec78dt
S1B_IW_GRDH_1SDV_20200312T062300_20200312T062325_020655_02726D_9B5E,train,8902ea166d048743t
S1B_IW_GRDH_1SDV_20200217T062300_20200217T062325_020305_026740_D421,train,43a358383ba8a35et
S1A_IW_GRDH_1SDV_20200722T182019_20200722T182044_033571_03E3F2_D9E3,train,b66c1417177840b0t
S1B_IW_GRDH_1SDV_20200602T064104_20200602T064129_021851_029791_CE3E,train,1630d57d3094f376t
S1B_IW_GRDH_1SDV_20200129T063252_20200129T063317_020028_025E45_2BE0,train,eacb90c9b9b80205t
S1B_IW_GRDH_1SDV_20200907T182800_20200907T182825_023273_02C32A_7102,train,3d6d9b174ccae548t
S1A_IW_GRDH_1SDV_20200223T062355_20200223T062420_031376_039C79_F092,train,b418443b9491321ct
S1B_IW_GRDH_1SDV_20201019T063211_20201019T063236_023878_02D600_C3A1,train,fcb087ef16a3268et
S1B_IW_GRDH_1SDV_20200221T183536_20200221T183601_020371_02695B_B3CD,train,0d64d7c560136c46t
S1B_IW_GRDH_1SDV_20200803T075721_20200803T075746_022756_02B2FF_033A,validation,5c3d986db930f848v
S1A_IW_GRDH_1SDV_20200706T074222_20200706T074242_033331_03DC92_E012,validation,cdc04ca397865356v
S1A_IW_GRDH_1SDV_20200421T050340_20200421T050405_032221_03BA14_CCA3,validation,3808f5703f0920bfv
S1A_IW_GRDH_1SDV_20200807T050321_20200807T050346_033796_03EB07_3170,validation,487b4884f467c94av
S1B_IW_GRDH_1SDV_20200511T062007_20200511T062032_021530_028E04_C616,validation,6a2b6ddecd398c6fv
S1B_IW_GRDH_1SDV_20200527T054813_20200527T054838_021763_0294E5_40F3,validation,9c418af4acd217d1v
S1B_IW_GRDH_1SDV_20200905T055557_20200905T055622_023236_02C208_9FE2,validation,9ea5029406691ce4v
S1A_IW_GRDH_1SDV_20200522T050605_20200522T050630_032673_03C8C7_2055,validation,75c03770095c6d9ev
S1B_IW_GRDH_1SDV_20200912T054754_20200912T054819_023338_02C52B_F9AA,validation,cd4f6ff86f9f5991v
S1B_IW_GRDH_1SDV_20201018T054754_20201018T054819_023863_02D58D_CCCF,validation,335f9a411884e9cbv
S1B_IW_GRDH_1SDV_20200807T054817_20200807T054842_022813_02B4C5_427B,validation,eeddcc0db3cff0d8v
S1B_IW_GRDH_1SDV_20200807T054752_20200807T054817_022813_02B4C5_9152,validation,a6073537a4ea5fb9v
S1B_IW_GRDH_1SDV_20200831T054753_20200831T054818_023163_02BFB2_EBE9,validation,e40c9251a4fce150v
S1B_IW_GRDH_1SDV_20200922T060416_20200922T060441_023484_02C9BF_7889,validation,204e657a411faf4dv
S1A_IW_GRDH_1SDV_20200403T054836_20200403T054901_031959_03B0CA_B9A4,validation,4a97701b4bd81bf7v
S1B_IW_GRDH_1SDV_20200719T055554_20200719T055619_022536_02AC5E_4DD3,validation,2e80028071b89173v
S1B_IW_GRDH_1SDV_20200221T054745_20200221T054810_020363_026919_B169,validation,39268d50efe8dae9v
S1A_IW_GRDH_1SDV_20200427T054836_20200427T054901_032309_03BD1A_2692,validation,f298dbd78ef977d5v
S1B_IW_GRDH_1SDV_20200929T170921_20200929T170946_023593_02CD35_8971,validation,c5ea6da5405bfac0v
S1B_IW_GRDH_1SDV_20200402T170912_20200402T170937_020968_027C5A_D1AB,validation,a9a58462f221a9eev
S1B_IW_GRDH_1SDV_20200726T165740_20200726T165805_022645_02AFAD_1863,validation,f9eb760aaf6e798dv
S1A_IW_GRDH_1SDV_20200427T054901_20200427T054926_032309_03BD1A_006F,validation,cd36e75010a021f7v
S1A_IW_GRDH_1SDV_20200520T051117_20200520T051142_032644_03C7E8_CA25,validation,fe6a8d80fb5ebb8ev
S1A_IW_GRDH_1SDV_20200928T171800_20200928T171831_034562_0405EA_F164,validation,fc2f57371370c521v
S1A_IW_GRDH_1SDV_20200910T053004_20200910T053033_034292_03FC65_77DE,validation,4da9db72dea50504v
